Question_ID,Question_Version,Level,Topic_Code,LO_ID,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Answer_Explanation,Probe_Type,TLG_Key_Idea_Ref,Alternative_Conception_Ref,Diagnostic_Use,Review_Status,Source_Note,Teacher_Notes,Times_Used,Last_Used,Created_Date,Approved_Date,Approved_By
P5_SYS_PLANT_P01_Q04,2,P5,P5-SYS-PLANT,P5-SYS-PLANT-P01,"A celery stalk is placed in coloured water. Later, coloured lines are seen in the stalk and leaves. What does this show?",Food made by leaves moves only down the outside of the stem.,The leaves absorb all coloured water directly from the air.,The colour proves that water and food use exactly the same tube.,Water is transported through continuous water-carrying pathways from the lower part of the plant towards the leaves.,D,The movement of colour with the water traces the water-transport pathway through the plant.,Application,,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_P01_Q04,2,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-P01,"Which comparison of gas exchange in plants, fish and humans is correct?","All exchange gases with their surroundings, but they use different structures to do so.",Only humans take in oxygen and give out carbon dioxide.,Fish use lungs exactly like humans.,Plants do not exchange gases with their surroundings.,A,"Plants, fish and humans all exchange gases, using different structures suited to each organism.",Application,,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_P02_Q04,2,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-P02,Which comparison of transport in plants and humans is correct?,Plants and humans both use a heart to pump water through roots.,"Plants use transport tubes for water and food, while humans use blood vessels to transport substances such as oxygen and digested food.",Humans use separate food-carrying and water-carrying tubes like plants.,Plants have blood vessels that transport oxygen around the plant.,B,"Plants use tubes for water and food, while the human circulatory system uses blood vessels.",Application,,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C02_Q05,1,P5,P5-SYS-ELEC,P5-SYS-ELEC-C02,A circuit is opened by disconnecting one wire. A pupil says current still flows from the battery up to the gap and then turns back. Which statement is correct?,Current flows only as far as the gap and then reverses.,Current jumps across every gap if the battery is connected.,No current flows anywhere in the circuit because there is no complete path.,Only the bulb receives current in an open circuit.,C,"An open circuit has no continuous path, so current does not flow through any part of it.",Misconception probe,TLG Key Idea: Current flows through a closed circuit.,"In an open circuit, current flows to the part where there is a gap and 'turns back' to the battery.",Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_P01_Q04,1,P5,P5-SYS-ELEC,P5-SYS-ELEC-P01,"A circuit diagram shows a battery connected to two separate branches, with one bulb in each branch. What should the pupil build?",One single path with both bulbs touching but no wires.,Two bulbs that are not connected back to the battery.,A circuit with one branch made entirely of plastic.,"Two separate conducting paths from the battery, with one bulb in each path.",D,"The physical circuit should match the connections shown by the diagram, including the two separate branches.",Application,TLG Key Idea: Circuit diagrams can represent simple circuits.,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_P02_Q04,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-P02,"Three identical bulbs are connected in series. The middle bulb is removed, leaving a gap. What happens to the other two bulbs?",They go out because the gap breaks the only path for current.,They become brighter because fewer bulbs are present.,Only the first bulb stays lit.,They stay lit because the other wires are unbroken.,A,A series circuit has one path. The gap stops current from flowing through the circuit.,Application,TLG Key Idea: The number and arrangement of bulbs can affect the current flow in a closed circuit.,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_P02_Q05,1,P5,P5-SYS-ELEC,P5-SYS-ELEC-P02,Two identical bulbs are connected in parallel to the same battery. A third identical bulb is added in another parallel branch. What happens to the brightness of the original bulbs?,They become dimmer because the current is used up by the new bulb.,Their brightness remains the same.,They both go out because there are now too many branches.,One becomes brighter and the other becomes dimmer.,B,"Each parallel bulb has its own branch; in the model used at this level, adding another identical parallel branch does not make the original identical bulbs dimmer.",Misconception probe,TLG Key Idea: The number and arrangement of bulbs can affect the current flow in a closed circuit.,Brightness of each bulb decreases when an additional bulb is connected in parallel circuits.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P6_ENE_PHOTO_C01_Q05,1,P6,P6-ENE-PHOTO,P6-ENE-PHOTO-C01,A pupil says respiration is simply another word for breathing. Which statement is best?,Respiration happens only in the lungs of humans.,Plants breathe but never respire.,"Breathing exchanges gases, while respiration releases energy from food in living things.",Breathing releases all the energy stored in food without respiration.,C,"At this level, the key idea of respiration is the release of energy from food; breathing is gas exchange and is not the same process.",Misconception probe,TLG Key Idea: Plants and animals obtain energy from food through respiration.,Respiration is the same as breathing.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P6_ENE_CONV_P01_Q04,2,P6,P6-ENE-CONV,P6-ENE-CONV-P01,A hand pushes a toy car and the car starts moving. Which statement best shows the difference between force and energy?,The push is kinetic energy and the moving car is a force.,Force and energy are two names for exactly the same thing.,A force can be converted directly into a different type of force called energy.,"The push is a force, while the moving car has kinetic energy.",D,A force is a push or pull. Kinetic energy is the energy of a moving object.,Misconception probe,TLG Key Idea: Energy can be converted from one form to another.,Forces and energy are the same. Energy can be converted into forces.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P6_INT_FORCE_C01_Q05,1,P6,P6-INT-FORCE,P6-INT-FORCE-C01,"Two like poles of magnets are held close together without touching, and one magnet moves away. What does this show about forces?",A force can act between objects even when they are not touching.,A force can act only when objects are touching.,The magnet moved without any interaction.,Only elastic spring force can move an object.,A,Magnetic force can push or pull across a gap; physical contact is not required for every force.,Misconception probe,TLG Key Idea: A force is a push or a pull.,Force only involves objects that are in contact with one another.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P6_INT_FORCE_P01_Q04,1,P6,P6-INT-FORCE,P6-INT-FORCE-P01,A pupil investigates how surface roughness affects the distance a block moves. Which plan makes the test fair?,Use a different block and a different push on every surface.,"Use the same block and the same launch method each time, changing only the surface.",Change both the surface and the mass of the block together.,Push the block by hand with any amount of force each time.,B,"To isolate the effect of the surface, other important variables such as the block and launch method should be kept the same.",Application,,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P6_INT_FORCE_P02_Q04,2,P6,P6-INT-FORCE,P6-INT-FORCE-P02,A pupil investigates how adding mass affects the extension of a spring. Which measurement should be compared?,The colour of a different spring for each mass.,The temperature of the room only.,The extension of the same spring for each added mass.,The total length of unrelated rubber bands.,C,Using the same spring and comparing its extension for different added masses shows how the spring changes.,Application,,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
